KodePelanggan,NamaPelanggan,INV,KodeBarang,NamaBarang,Tanggal,Termin,Kuantitas,Satuan,Harga,Penjualan,KategoriPelanggan,Lokasi
C002,CV Maju Terus,INV20220705737,B002,Printer Epson,7/5/2022,N15,12,Unit,1001679,12020148,Retail,Bandung
C004,PT Makmur Bersama,INV20220706590,B003,Mouse Logitech,7/6/2022,N15,6,Pcs,1248835,7493010,Retail,Medan
C001,PT Sinar Jaya,INV20220707664,B002,Printer Epson,7/7/2022,N30,3,Unit,1541608,4624824,Grosir,Jakarta
C002,CV Maju Terus,INV20220707106,B003,Mouse Logitech,7/7/2022,N7,16,Pcs,483766,7740256,Retail,Bandung
C001,PT Sinar Jaya,INV20220707892,B003,Mouse Logitech,7/7/2022,N15,18,Pcs,1359284,24467112,Retail,Jakarta
C004,PT Makmur Bersama,INV20220707318,B002,Printer Epson,7/7/2022,N15,20,Pcs,867358,17347160,Grosir,Medan
C003,UD Sentosa,INV20220707403,B003,Mouse Logitech,7/7/2022,N15,4,Pcs,1433915,5735660,Retail,Surabaya
C005,CV Berkah Abadi,INV20220707176,B002,Printer Epson,7/7/2022,N15,16,Pcs,923166,14770656,Grosir,Semarang
C002,CV Maju Terus,INV20220708958,B005,Monitor Samsung,7/8/2022,N7,20,Pcs,1695878,33917560,Grosir,Bandung
C003,UD Sentosa,INV20220708967,B005,Monitor Samsung,7/8/2022,N15,9,Pcs,1436181,12925629,Distributor,Surabaya
C002,CV Maju Terus,INV20220708131,B001,Laptop Lenovo,7/8/2022,N7,20,Pcs,862014,17240280,Retail,Bandung
C002,CV Maju Terus,INV20220708335,B005,Monitor Samsung,7/8/2022,N15,12,Unit,674345,8092140,Grosir,Bandung
C001,PT Sinar Jaya,INV20220709993,B003,Mouse Logitech,7/9/2022,N7,4,Pcs,159427,637708,Retail,Jakarta
C002,CV Maju Terus,INV20220709866,B002,Printer Epson,7/9/2022,N7,4,Pcs,1008884,4035536,Retail,Bandung
C003,UD Sentosa,INV20220710817,B001,Laptop Lenovo,7/10/2022,N15,6,Pcs,376595,2259570,Distributor,Surabaya
C002,CV Maju Terus,INV20220710158,B004,Keyboard Mechanical,7/10/2022,N15,6,Pcs,341763,2050578,Grosir,Bandung
C005,CV Berkah Abadi,INV20220711895,B005,Monitor Samsung,7/11/2022,N15,4,Unit,370126,1480504,Grosir,Semarang
C005,CV Berkah Abadi,INV20220711129,B002,Printer Epson,7/11/2022,N30,8,Pcs,462616,3700928,Distributor,Semarang
C003,UD Sentosa,INV20220711875,B004,Keyboard Mechanical,7/11/2022,N30,16,Pcs,184175,2946800,Retail,Surabaya
C003,UD Sentosa,INV20220712345,B004,Keyboard Mechanical,7/12/2022,N15,10,Pcs,410869,4108690,Distributor,Surabaya
C003,UD Sentosa,INV20220712810,B003,Mouse Logitech,7/12/2022,N30,7,Unit,1215433,8508031,Retail,Surabaya
C003,UD Sentosa,INV20220712672,B001,Laptop Lenovo,7/12/2022,N15,2,Pcs,387607,775214,Retail,Surabaya
C002,CV Maju Terus,INV20220712859,B005,Monitor Samsung,7/12/2022,N15,2,Unit,137201,274402,Retail,Bandung
C004,PT Makmur Bersama,INV20220713655,B005,Monitor Samsung,7/13/2022,N30,14,Pcs,372863,5220082,Distributor,Medan
C002,CV Maju Terus,INV20220713295,B001,Laptop Lenovo,7/13/2022,N30,4,Pcs,1125921,4503684,Retail,Bandung
C002,CV Maju Terus,INV20220714444,B001,Laptop Lenovo,7/14/2022,N30,14,Unit,626251,8767514,Retail,Bandung
C001,PT Sinar Jaya,INV20220714328,B003,Mouse Logitech,7/14/2022,N7,6,Pcs,258989,1553934,Grosir,Jakarta
C003,UD Sentosa,INV20220714348,B003,Mouse Logitech,7/14/2022,N7,5,Unit,641403,3207015,Retail,Surabaya
C005,CV Berkah Abadi,INV20220715297,B003,Mouse Logitech,7/15/2022,N7,10,Unit,343413,3434130,Distributor,Semarang
C003,UD Sentosa,INV20220715541,B001,Laptop Lenovo,7/15/2022,N15,17,Unit,1820617,30950489,Retail,Surabaya
C003,UD Sentosa,INV20220716226,B002,Printer Epson,7/16/2022,N15,20,Unit,1541527,30830540,Distributor,Surabaya
C003,UD Sentosa,INV20220717401,B004,Keyboard Mechanical,7/17/2022,N15,20,Unit,768997,15379940,Retail,Surabaya
C004,PT Makmur Bersama,INV20220717248,B005,Monitor Samsung,7/17/2022,N30,9,Pcs,1363545,12271905,Grosir,Medan
C003,UD Sentosa,INV20220718178,B001,Laptop Lenovo,7/18/2022,N15,9,Unit,570235,5132115,Distributor,Surabaya
C002,CV Maju Terus,INV20220718850,B003,Mouse Logitech,7/18/2022,N15,5,Unit,1412761,7063805,Grosir,Bandung
C001,PT Sinar Jaya,INV20220719272,B004,Keyboard Mechanical,7/19/2022,N7,19,Unit,936964,17802316,Grosir,Jakarta
C005,CV Berkah Abadi,INV20220719867,B005,Monitor Samsung,7/19/2022,N15,3,Unit,1709955,5129865,Distributor,Semarang
C003,UD Sentosa,INV20220719392,B002,Printer Epson,7/19/2022,N7,18,Unit,1239271,22306878,Distributor,Surabaya
C005,CV Berkah Abadi,INV20220720977,B005,Monitor Samsung,7/20/2022,N30,7,Pcs,1885959,13201713,Distributor,Semarang
C003,UD Sentosa,INV20220720569,B001,Laptop Lenovo,7/20/2022,N15,10,Unit,550703,5507030,Retail,Surabaya
C003,UD Sentosa,INV20220720550,B002,Printer Epson,7/20/2022,N15,17,Pcs,1770260,30094420,Retail,Surabaya
C001,PT Sinar Jaya,INV20220720958,B004,Keyboard Mechanical,7/20/2022,N15,2,Pcs,1848410,3696820,Distributor,Jakarta
C001,PT Sinar Jaya,INV20220720431,B005,Monitor Samsung,7/20/2022,N15,6,Pcs,1482574,8895444,Grosir,Jakarta
C005,CV Berkah Abadi,INV20220720404,B004,Keyboard Mechanical,7/20/2022,N30,5,Pcs,1502352,7511760,Retail,Semarang
C004,PT Makmur Bersama,INV20220721931,B005,Monitor Samsung,7/21/2022,N30,17,Pcs,852874,14498858,Distributor,Medan
C005,CV Berkah Abadi,INV20220721587,B002,Printer Epson,7/21/2022,N7,1,Unit,219175,219175,Retail,Semarang
C004,PT Makmur Bersama,INV20220721629,B005,Monitor Samsung,7/21/2022,N7,14,Unit,487119,6819666,Grosir,Medan
C005,CV Berkah Abadi,INV20220722127,B002,Printer Epson,7/22/2022,N15,15,Unit,1224017,18360255,Distributor,Semarang
C005,CV Berkah Abadi,INV20220722643,B002,Printer Epson,7/22/2022,N30,16,Pcs,1553680,24858880,Retail,Semarang
C002,CV Maju Terus,INV20220723118,B003,Mouse Logitech,7/23/2022,N15,10,Pcs,951048,9510480,Retail,Bandung
C002,CV Maju Terus,INV20220723579,B001,Laptop Lenovo,7/23/2022,N30,5,Unit,1627117,8135585,Distributor,Bandung
C001,PT Sinar Jaya,INV20220723875,B002,Printer Epson,7/23/2022,N30,13,Pcs,1597836,20771868,Distributor,Jakarta
C002,CV Maju Terus,INV20220723467,B001,Laptop Lenovo,7/23/2022,N30,17,Unit,138340,2351780,Retail,Bandung
C004,PT Makmur Bersama,INV20220724390,B005,Monitor Samsung,7/24/2022,N15,13,Pcs,1947567,25318371,Grosir,Medan
C004,PT Makmur Bersama,INV20220724661,B001,Laptop Lenovo,7/24/2022,N15,4,Unit,131604,526416,Distributor,Medan
C004,PT Makmur Bersama,INV20220725328,B001,Laptop Lenovo,7/25/2022,N7,12,Unit,433022,5196264,Retail,Medan
C005,CV Berkah Abadi,INV20220726128,B001,Laptop Lenovo,7/26/2022,N7,9,Unit,1622007,14598063,Retail,Semarang
C001,PT Sinar Jaya,INV20220726198,B003,Mouse Logitech,7/26/2022,N7,14,Pcs,985132,13791848,Retail,Jakarta
C005,CV Berkah Abadi,INV20220727343,B002,Printer Epson,7/27/2022,N7,7,Unit,972900,6810300,Distributor,Semarang
C001,PT Sinar Jaya,INV20220728188,B001,Laptop Lenovo,7/28/2022,N7,16,Pcs,453049,7248784,Grosir,Jakarta
C001,PT Sinar Jaya,INV20220728109,B002,Printer Epson,7/28/2022,N7,11,Pcs,604421,6648631,Grosir,Jakarta
C004,PT Makmur Bersama,INV20220728730,B004,Keyboard Mechanical,7/28/2022,N7,18,Unit,944925,17008650,Retail,Medan
C005,CV Berkah Abadi,INV20220728283,B005,Monitor Samsung,7/28/2022,N30,16,Pcs,1941869,31069904,Distributor,Semarang
C004,PT Makmur Bersama,INV20220729982,B005,Monitor Samsung,7/29/2022,N7,10,Pcs,1105938,11059380,Retail,Medan
C003,UD Sentosa,INV20220729377,B004,Keyboard Mechanical,7/29/2022,N7,3,Pcs,1830596,5491788,Distributor,Surabaya
C005,CV Berkah Abadi,INV20220730748,B004,Keyboard Mechanical,7/30/2022,N15,7,Pcs,451903,3163321,Distributor,Semarang
C001,PT Sinar Jaya,INV20220730363,B005,Monitor Samsung,7/30/2022,N7,6,Unit,270181,1621086,Distributor,Jakarta
C001,PT Sinar Jaya,INV20220730187,B002,Printer Epson,7/30/2022,N7,19,Pcs,1008029,19152551,Grosir,Jakarta
C001,PT Sinar Jaya,INV20220731350,B005,Monitor Samsung,7/31/2022,N30,9,Pcs,1769182,15922638,Grosir,Jakarta
C001,PT Sinar Jaya,INV20220803806,B003,Mouse Logitech,8/3/2022,N30,20,Unit,736519,14730380,Retail,Jakarta
C004,PT Makmur Bersama,INV20220805149,B005,Monitor Samsung,8/5/2022,N15,14,Unit,101422,1419908,Distributor,Medan
C002,CV Maju Terus,INV20220805177,B003,Mouse Logitech,8/5/2022,N7,10,Pcs,1461542,14615420,Distributor,Bandung
C001,PT Sinar Jaya,INV20220805333,B005,Monitor Samsung,8/5/2022,N30,4,Unit,1708529,6834116,Grosir,Jakarta
C001,PT Sinar Jaya,INV20220806667,B005,Monitor Samsung,8/6/2022,N7,11,Unit,1756386,19320246,Retail,Jakarta
C005,CV Berkah Abadi,INV20220806779,B005,Monitor Samsung,8/6/2022,N30,13,Unit,753882,9800466,Distributor,Semarang
C002,CV Maju Terus,INV20220806605,B005,Monitor Samsung,8/6/2022,N15,3,Unit,582725,1748175,Distributor,Bandung
C003,UD Sentosa,INV20220806786,B003,Mouse Logitech,8/6/2022,N7,2,Unit,1604242,3208484,Grosir,Surabaya
C001,PT Sinar Jaya,INV20220806482,B002,Printer Epson,8/6/2022,N15,9,Unit,602433,5421897,Distributor,Jakarta
C003,UD Sentosa,INV20220806357,B005,Monitor Samsung,8/6/2022,N7,17,Pcs,1455760,24747920,Grosir,Surabaya
C005,CV Berkah Abadi,INV20220806641,B003,Mouse Logitech,8/6/2022,N30,4,Pcs,592663,2370652,Grosir,Semarang
C003,UD Sentosa,INV20220807361,B003,Mouse Logitech,8/7/2022,N15,11,Unit,1731375,19045125,Distributor,Surabaya
C003,UD Sentosa,INV20220807760,B002,Printer Epson,8/7/2022,N7,9,Pcs,299180,2692620,Grosir,Surabaya
C004,PT Makmur Bersama,INV20220807834,B005,Monitor Samsung,8/7/2022,N15,18,Unit,1429605,25732890,Retail,Medan
C003,UD Sentosa,INV20220807376,B003,Mouse Logitech,8/7/2022,N30,10,Pcs,1328827,13288270,Distributor,Surabaya
C002,CV Maju Terus,INV20220808633,B003,Mouse Logitech,8/8/2022,N15,9,Unit,952194,8569746,Grosir,Bandung
C005,CV Berkah Abadi,INV20220809698,B003,Mouse Logitech,8/9/2022,N15,20,Unit,593787,11875740,Retail,Semarang
C002,CV Maju Terus,INV20220809936,B003,Mouse Logitech,8/9/2022,N7,20,Pcs,1626842,32536840,Distributor,Bandung
C004,PT Makmur Bersama,INV20220809670,B005,Monitor Samsung,8/9/2022,N30,5,Pcs,488825,2444125,Distributor,Medan
C005,CV Berkah Abadi,INV20220809567,B001,Laptop Lenovo,8/9/2022,N15,11,Unit,1429261,15721871,Retail,Semarang
C003,UD Sentosa,INV20220809489,B001,Laptop Lenovo,8/9/2022,N7,6,Unit,1444547,8667282,Distributor,Surabaya
C001,PT Sinar Jaya,INV20220810196,B002,Printer Epson,8/10/2022,N7,4,Pcs,1735569,6942276,Retail,Jakarta
C005,CV Berkah Abadi,INV20220811499,B001,Laptop Lenovo,8/11/2022,N15,16,Pcs,287732,4603712,Retail,Semarang
C003,UD Sentosa,INV20220811583,B002,Printer Epson,8/11/2022,N7,8,Unit,226622,1812976,Grosir,Surabaya
C005,CV Berkah Abadi,INV20220812650,B003,Mouse Logitech,8/12/2022,N30,9,Unit,1790220,16111980,Distributor,Semarang
C002,CV Maju Terus,INV20220812883,B003,Mouse Logitech,8/12/2022,N15,17,Unit,1671489,28415313,Retail,Bandung
C003,UD Sentosa,INV20220812972,B005,Monitor Samsung,8/12/2022,N15,19,Unit,637503,12112557,Retail,Surabaya
C005,CV Berkah Abadi,INV20220812975,B003,Mouse Logitech,8/12/2022,N15,11,Pcs,503475,5538225,Retail,Semarang
C003,UD Sentosa,INV20220812865,B005,Monitor Samsung,8/12/2022,N15,10,Unit,1751048,17510480,Grosir,Surabaya
C003,UD Sentosa,INV20220812623,B003,Mouse Logitech,8/12/2022,N15,16,Pcs,159779,2556464,Distributor,Surabaya
C004,PT Makmur Bersama,INV20220813299,B003,Mouse Logitech,8/13/2022,N7,9,Unit,900812,8107308,Distributor,Medan
C001,PT Sinar Jaya,INV20220814112,B001,Laptop Lenovo,8/14/2022,N30,6,Pcs,404750,2428500,Distributor,Jakarta
C003,UD Sentosa,INV20220814485,B001,Laptop Lenovo,8/14/2022,N30,20,Pcs,913667,18273340,Retail,Surabaya
C004,PT Makmur Bersama,INV20220815682,B005,Monitor Samsung,8/15/2022,N7,13,Unit,1492491,19402383,Retail,Medan
C002,CV Maju Terus,INV20220816948,B004,Keyboard Mechanical,8/16/2022,N15,15,Pcs,1860140,27902100,Retail,Bandung
C003,UD Sentosa,INV20220816770,B002,Printer Epson,8/16/2022,N30,5,Pcs,1321558,6607790,Distributor,Surabaya
C003,UD Sentosa,INV20220817149,B004,Keyboard Mechanical,8/17/2022,N30,15,Pcs,720063,10800945,Retail,Surabaya
C004,PT Makmur Bersama,INV20220817273,B003,Mouse Logitech,8/17/2022,N30,14,Pcs,1157051,16198714,Retail,Medan
C003,UD Sentosa,INV20220818486,B001,Laptop Lenovo,8/18/2022,N30,9,Pcs,453059,4077531,Grosir,Surabaya
C005,CV Berkah Abadi,INV20220818816,B001,Laptop Lenovo,8/18/2022,N7,15,Pcs,1219232,18288480,Retail,Semarang
C003,UD Sentosa,INV20220818928,B002,Printer Epson,8/18/2022,N30,18,Pcs,676450,12176100,Retail,Surabaya
C001,PT Sinar Jaya,INV20220818107,B005,Monitor Samsung,8/18/2022,N7,19,Unit,1237580,23514020,Distributor,Jakarta
C003,UD Sentosa,INV20220819774,B004,Keyboard Mechanical,8/19/2022,N15,6,Unit,1756276,10537656,Retail,Surabaya
C005,CV Berkah Abadi,INV20220819384,B004,Keyboard Mechanical,8/19/2022,N30,6,Unit,1059853,6359118,Grosir,Semarang
C005,CV Berkah Abadi,INV20220819235,B001,Laptop Lenovo,8/19/2022,N7,6,Unit,1808017,10848102,Distributor,Semarang
C004,PT Makmur Bersama,INV20220820872,B005,Monitor Samsung,8/20/2022,N15,6,Pcs,1893538,11361228,Grosir,Medan
C004,PT Makmur Bersama,INV20220820930,B002,Printer Epson,8/20/2022,N15,9,Pcs,968089,8712801,Grosir,Medan
C003,UD Sentosa,INV20220820768,B001,Laptop Lenovo,8/20/2022,N7,20,Pcs,1016810,20336200,Retail,Surabaya
C004,PT Makmur Bersama,INV20220820622,B002,Printer Epson,8/20/2022,N7,11,Pcs,1309537,14404907,Retail,Medan
C001,PT Sinar Jaya,INV20220820695,B003,Mouse Logitech,8/20/2022,N15,4,Unit,788223,3152892,Retail,Jakarta
C001,PT Sinar Jaya,INV20220821774,B005,Monitor Samsung,8/21/2022,N15,5,Unit,1733934,8669670,Distributor,Jakarta
C001,PT Sinar Jaya,INV20220821299,B002,Printer Epson,8/21/2022,N7,1,Pcs,1604934,1604934,Grosir,Jakarta
C002,CV Maju Terus,INV20220821415,B004,Keyboard Mechanical,8/21/2022,N30,8,Unit,1993525,15948200,Retail,Bandung
C004,PT Makmur Bersama,INV20220822690,B005,Monitor Samsung,8/22/2022,N15,2,Pcs,881127,1762254,Distributor,Medan
C001,PT Sinar Jaya,INV20220822293,B003,Mouse Logitech,8/22/2022,N15,13,Unit,822099,10687287,Retail,Jakarta
C002,CV Maju Terus,INV20220822743,B003,Mouse Logitech,8/22/2022,N15,19,Unit,1010868,19206492,Retail,Bandung
C003,UD Sentosa,INV20220823951,B002,Printer Epson,8/23/2022,N15,9,Pcs,1462021,13158189,Distributor,Surabaya
C005,CV Berkah Abadi,INV20220823145,B002,Printer Epson,8/23/2022,N30,13,Pcs,902172,11728236,Grosir,Semarang
C005,CV Berkah Abadi,INV20220824399,B003,Mouse Logitech,8/24/2022,N30,13,Pcs,1969863,25608219,Distributor,Semarang
C004,PT Makmur Bersama,INV20220824182,B003,Mouse Logitech,8/24/2022,N30,17,Pcs,785025,13345425,Retail,Medan
C003,UD Sentosa,INV20220824526,B003,Mouse Logitech,8/24/2022,N15,14,Pcs,1948024,27272336,Distributor,Surabaya
C001,PT Sinar Jaya,INV20220824717,B005,Monitor Samsung,8/24/2022,N30,3,Unit,1554109,4662327,Retail,Jakarta
C003,UD Sentosa,INV20220825879,B003,Mouse Logitech,8/25/2022,N30,2,Unit,1209338,2418676,Distributor,Surabaya
C003,UD Sentosa,INV20220825222,B003,Mouse Logitech,8/25/2022,N30,18,Pcs,1628885,29319930,Grosir,Surabaya
C005,CV Berkah Abadi,INV20220826809,B005,Monitor Samsung,8/26/2022,N7,7,Unit,1811092,12677644,Distributor,Semarang
C005,CV Berkah Abadi,INV20220826574,B005,Monitor Samsung,8/26/2022,N30,12,Pcs,670361,8044332,Distributor,Semarang
C003,UD Sentosa,INV20220827739,B005,Monitor Samsung,8/27/2022,N7,8,Pcs,1421898,11375184,Distributor,Surabaya
C005,CV Berkah Abadi,INV20220828709,B002,Printer Epson,8/28/2022,N15,14,Pcs,1383192,19364688,Grosir,Semarang
C005,CV Berkah Abadi,INV20220828905,B002,Printer Epson,8/28/2022,N15,2,Unit,191533,383066,Grosir,Semarang
C001,PT Sinar Jaya,INV20220829201,B005,Monitor Samsung,8/29/2022,N15,18,Pcs,650857,11715426,Retail,Jakarta
C004,PT Makmur Bersama,INV20220830638,B004,Keyboard Mechanical,8/30/2022,N7,1,Pcs,1121731,1121731,Retail,Medan
C003,UD Sentosa,INV20220830883,B001,Laptop Lenovo,8/30/2022,N15,14,Pcs,407020,5698280,Retail,Surabaya
C005,CV Berkah Abadi,INV20220901837,B001,Laptop Lenovo,9/1/2022,N30,5,Pcs,1741327,8706635,Retail,Semarang
C001,PT Sinar Jaya,INV20220902170,B002,Printer Epson,9/2/2022,N15,11,Unit,391406,4305466,Distributor,Jakarta
C005,CV Berkah Abadi,INV20220903865,B005,Monitor Samsung,9/3/2022,N7,8,Unit,919777,7358216,Retail,Semarang
C001,PT Sinar Jaya,INV20220904542,B004,Keyboard Mechanical,9/4/2022,N30,10,Unit,1019423,10194230,Grosir,Jakarta
C002,CV Maju Terus,INV20220905412,B002,Printer Epson,9/5/2022,N30,19,Pcs,849600,16142400,Grosir,Bandung
C003,UD Sentosa,INV20220905783,B004,Keyboard Mechanical,9/5/2022,N15,9,Unit,1521214,13690926,Retail,Surabaya
C004,PT Makmur Bersama,INV20220905591,B001,Laptop Lenovo,9/5/2022,N30,8,Unit,715961,5727688,Retail,Medan
C001,PT Sinar Jaya,INV20220905214,B001,Laptop Lenovo,9/5/2022,N15,2,Pcs,1983395,3966790,Retail,Jakarta
C004,PT Makmur Bersama,INV20220905372,B005,Monitor Samsung,9/5/2022,N30,10,Pcs,809467,8094670,Retail,Medan
C003,UD Sentosa,INV20220906867,B001,Laptop Lenovo,9/6/2022,N7,11,Unit,1187466,13062126,Retail,Surabaya
C002,CV Maju Terus,INV20220906418,B001,Laptop Lenovo,9/6/2022,N15,7,Pcs,1574259,11019813,Grosir,Bandung
C003,UD Sentosa,INV20220907299,B001,Laptop Lenovo,9/7/2022,N30,15,Pcs,1436216,21543240,Retail,Surabaya
C003,UD Sentosa,INV20220907747,B001,Laptop Lenovo,9/7/2022,N30,2,Unit,1335038,2670076,Grosir,Surabaya
C004,PT Makmur Bersama,INV20220908173,B003,Mouse Logitech,9/8/2022,N30,14,Unit,1930693,27029702,Distributor,Medan
C002,CV Maju Terus,INV20220908385,B001,Laptop Lenovo,9/8/2022,N15,13,Unit,1655626,21523138,Grosir,Bandung
C003,UD Sentosa,INV20220908504,B004,Keyboard Mechanical,9/8/2022,N7,3,Unit,1672785,5018355,Distributor,Surabaya
C005,CV Berkah Abadi,INV20220909429,B001,Laptop Lenovo,9/9/2022,N30,16,Unit,1638609,26217744,Retail,Semarang
C003,UD Sentosa,INV20220909902,B002,Printer Epson,9/9/2022,N7,9,Pcs,671979,6047811,Distributor,Surabaya
C001,PT Sinar Jaya,INV20220909666,B005,Monitor Samsung,9/9/2022,N30,3,Unit,1297013,3891039,Grosir,Jakarta
C004,PT Makmur Bersama,INV20220910988,B001,Laptop Lenovo,9/10/2022,N30,3,Pcs,1494468,4483404,Grosir,Medan
C001,PT Sinar Jaya,INV20220910715,B001,Laptop Lenovo,9/10/2022,N15,16,Unit,1321267,21140272,Grosir,Jakarta
C004,PT Makmur Bersama,INV20220910230,B004,Keyboard Mechanical,9/10/2022,N7,19,Pcs,1097529,20853051,Grosir,Medan
C003,UD Sentosa,INV20220911487,B003,Mouse Logitech,9/11/2022,N7,10,Pcs,695139,6951390,Grosir,Surabaya
C004,PT Makmur Bersama,INV20220911257,B002,Printer Epson,9/11/2022,N30,1,Unit,421252,421252,Retail,Medan
C005,CV Berkah Abadi,INV20220912545,B003,Mouse Logitech,9/12/2022,N7,2,Unit,185546,371092,Distributor,Semarang
C003,UD Sentosa,INV20220912365,B005,Monitor Samsung,9/12/2022,N15,18,Pcs,909453,16370154,Distributor,Surabaya
C003,UD Sentosa,INV20220912356,B005,Monitor Samsung,9/12/2022,N7,8,Unit,1588217,12705736,Distributor,Surabaya
C001,PT Sinar Jaya,INV20220913601,B001,Laptop Lenovo,9/13/2022,N15,12,Unit,1636129,19633548,Retail,Jakarta
C004,PT Makmur Bersama,INV20220914208,B001,Laptop Lenovo,9/14/2022,N30,2,Unit,1777783,3555566,Grosir,Medan
C003,UD Sentosa,INV20220914182,B001,Laptop Lenovo,9/14/2022,N7,11,Pcs,406439,4470829,Retail,Surabaya
C005,CV Berkah Abadi,INV20220914640,B005,Monitor Samsung,9/14/2022,N7,9,Unit,515757,4641813,Distributor,Semarang
C005,CV Berkah Abadi,INV20220914329,B005,Monitor Samsung,9/14/2022,N15,19,Pcs,1824750,34670250,Grosir,Semarang
C002,CV Maju Terus,INV20220914921,B001,Laptop Lenovo,9/14/2022,N7,6,Pcs,1684158,10104948,Distributor,Bandung
C005,CV Berkah Abadi,INV20220915387,B001,Laptop Lenovo,9/15/2022,N7,2,Pcs,1648482,3296964,Distributor,Semarang
C001,PT Sinar Jaya,INV20220916485,B001,Laptop Lenovo,9/16/2022,N30,5,Unit,1922651,9613255,Retail,Jakarta
C001,PT Sinar Jaya,INV20220916647,B003,Mouse Logitech,9/16/2022,N7,17,Pcs,1049579,17842843,Distributor,Jakarta
C004,PT Makmur Bersama,INV20220916416,B005,Monitor Samsung,9/16/2022,N30,9,Pcs,923894,8315046,Retail,Medan
C005,CV Berkah Abadi,INV20220917648,B003,Mouse Logitech,9/17/2022,N15,1,Unit,1125937,1125937,Distributor,Semarang
C002,CV Maju Terus,INV20220917234,B005,Monitor Samsung,9/17/2022,N15,8,Pcs,1435653,11485224,Distributor,Bandung
C004,PT Makmur Bersama,INV20220918922,B004,Keyboard Mechanical,9/18/2022,N30,2,Pcs,1808229,3616458,Retail,Medan
C004,PT Makmur Bersama,INV20220918638,B002,Printer Epson,9/18/2022,N15,10,Pcs,723578,7235780,Grosir,Medan
C003,UD Sentosa,INV20220918540,B005,Monitor Samsung,9/18/2022,N30,5,Pcs,1250199,6250995,Retail,Surabaya
C002,CV Maju Terus,INV20220918475,B003,Mouse Logitech,9/18/2022,N7,11,Unit,113076,1243836,Retail,Bandung
C004,PT Makmur Bersama,INV20220918175,B003,Mouse Logitech,9/18/2022,N30,15,Pcs,1645196,24677940,Distributor,Medan
C005,CV Berkah Abadi,INV20220919381,B002,Printer Epson,9/19/2022,N15,7,Unit,122001,854007,Distributor,Semarang
C004,PT Makmur Bersama,INV20220919391,B005,Monitor Samsung,9/19/2022,N30,11,Pcs,1426766,15694426,Retail,Medan
C005,CV Berkah Abadi,INV20220920191,B001,Laptop Lenovo,9/20/2022,N30,4,Pcs,1566576,6266304,Grosir,Semarang
C004,PT Makmur Bersama,INV20220920578,B001,Laptop Lenovo,9/20/2022,N7,9,Pcs,1782452,16042068,Distributor,Medan
C002,CV Maju Terus,INV20220920675,B002,Printer Epson,9/20/2022,N15,7,Pcs,1453730,10176110,Distributor,Bandung
C005,CV Berkah Abadi,INV20220921911,B003,Mouse Logitech,9/21/2022,N7,11,Pcs,437933,4817263,Retail,Semarang
C001,PT Sinar Jaya,INV20220921777,B002,Printer Epson,9/21/2022,N15,4,Pcs,516768,2067072,Grosir,Jakarta
C004,PT Makmur Bersama,INV20220923567,B005,Monitor Samsung,9/23/2022,N30,9,Pcs,1942474,17482266,Distributor,Medan
C001,PT Sinar Jaya,INV20220923124,B005,Monitor Samsung,9/23/2022,N7,14,Pcs,372693,5217702,Retail,Jakarta
C005,CV Berkah Abadi,INV20220923871,B003,Mouse Logitech,9/23/2022,N7,14,Unit,150913,2112782,Grosir,Semarang
C005,CV Berkah Abadi,INV20220923813,B001,Laptop Lenovo,9/23/2022,N15,14,Pcs,1159343,16230802,Distributor,Semarang
C002,CV Maju Terus,INV20220924886,B001,Laptop Lenovo,9/24/2022,N30,10,Unit,910212,9102120,Distributor,Bandung
C003,UD Sentosa,INV20220925248,B002,Printer Epson,9/25/2022,N7,6,Unit,761379,4568274,Retail,Surabaya
C001,PT Sinar Jaya,INV20220925463,B005,Monitor Samsung,9/25/2022,N15,8,Pcs,745896,5967168,Distributor,Jakarta
C005,CV Berkah Abadi,INV20220925862,B005,Monitor Samsung,9/25/2022,N15,19,Unit,421563,8009697,Distributor,Semarang
C001,PT Sinar Jaya,INV20220925747,B003,Mouse Logitech,9/25/2022,N15,2,Pcs,1341486,2682972,Grosir,Jakarta
C002,CV Maju Terus,INV20220925386,B005,Monitor Samsung,9/25/2022,N7,14,Unit,691149,9676086,Grosir,Bandung
C002,CV Maju Terus,INV20220926409,B004,Keyboard Mechanical,9/26/2022,N7,6,Unit,181083,1086498,Distributor,Bandung
C002,CV Maju Terus,INV20220926822,B001,Laptop Lenovo,9/26/2022,N15,18,Unit,1767524,31815432,Distributor,Bandung
C004,PT Makmur Bersama,INV20220926132,B002,Printer Epson,9/26/2022,N30,2,Pcs,1226582,2453164,Distributor,Medan
C001,PT Sinar Jaya,INV20220927545,B001,Laptop Lenovo,9/27/2022,N30,11,Unit,1167031,12837341,Grosir,Jakarta
C005,CV Berkah Abadi,INV20220927338,B005,Monitor Samsung,9/27/2022,N7,10,Unit,507211,5072110,Grosir,Semarang
C002,CV Maju Terus,INV20220927340,B002,Printer Epson,9/27/2022,N7,6,Unit,271322,1627932,Retail,Bandung
C003,UD Sentosa,INV20220927238,B002,Printer Epson,9/27/2022,N7,15,Unit,1835583,27533745,Grosir,Surabaya
C003,UD Sentosa,INV20220928540,B002,Printer Epson,9/28/2022,N7,15,Pcs,605038,9075570,Retail,Surabaya
C002,CV Maju Terus,INV20220928810,B004,Keyboard Mechanical,9/28/2022,N15,6,Unit,226251,1357506,Retail,Bandung
